uuid,full_name,email,phone_number,address,date_of_birth,ip_address,sensitive_notes,user_preferences,account_status,last_login_date,signup_date,profile_completion_score,preferred_language,marketing_consent
ed7a7632-9757-4edd-b318-fc0f5d2ff5f1,Eugene Kling,akeem@example.net,(145) 357-4115 x06991,est tenetur ut.,2005-05-18,21.112.85.195,seize synergistic niches,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-08-28,2018-11-07,35,de,false
31c01401-22fb-4638-8101-2e5cc72f5dcb,Vito Glover,rafael@example.net,1-361-204-5058 x04355,odit quod qui eaque.,1966-06-26,128.148.186.61,integrate cross-platform systems,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-08-27,2010-06-13,23,pt,true
e675d462-7e13-44a1-9f34-50f6fd1aedad,Deanna Ullrich,olin@example.net,465-671-0037 x7409,et totam perspiciatis adipisci.,1995-04-17,255.230.46.157,mesh magnetic markets,"{""theme"": ""light"", ""notifications"": false}",active,2024-08-24,2021-06-04,25,ja,false
b6cb200c-c2ad-462f-89c7-b0702a14827c,Geo Maggio,deborah@example.net,467.214.6221,ut sed et accusantium.,1945-01-01,20.92.73.8,revolutionize open-source vortals,"{""theme"": ""dark"", ""notifications"": false}",active,2025-05-14,1976-09-28,51,fr,true
e703a069-90ca-4c38-9144-d0f7a676502f,Meda Vandervort,danielle@example.org,(585) 595-9513,ut recusandae aut labore.,1987-08-07,207.141.191.79,innovate vertical bandwidth,"{""theme"": ""dark"", ""notifications"": true}",active,2025-01-06,2022-08-04,60,en,true
43014ca9-561d-4281-9cfc-46ec1dd26f07,Cole Moen,chris@example.net,(355) 030-8120 x2123,non atque possimus rerum.,1961-07-02,183.245.8.221,revolutionize killer niches,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-06-29,1984-06-24,60,fr,true
fc8cd8f7-69b4-4f3c-ae3f-f8c3336f5de7,Lizeth Gibson,merle@example.org,171.982.1886 x865,odit doloremque commodi.,2007-01-19,50.115.6.167,transform frictionless web services,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2024-07-27,2021-12-14,27,en,false
896b68d2-bfd1-43c1-910c-a24974a8571b,Maynard Metz,joe@example.org,836-616-2421 x562,eius facere nisi.,1951-07-25,12.22.21.107,facilitate plug-and-play communities,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-11-01,2008-10-17,95,en,true
adca284b-80b4-4847-b6a3-3d1b67bee585,Freddie Towne,sanford@example.org,1-921-608-1396 x870,consequatur alias a.,2005-02-18,175.172.241.219,revolutionize e-business eyeballs,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-10-21,2023-05-11,63,ja,false
13fabb6a-d00a-4a72-be0f-bdfa6c2566cf,Humberto Schmeler,jettie@example.com,961-040-0277 x943,neque dolore veniam.,1981-07-10,69.249.66.217,streamline seamless networks,"{""theme"": ""dark"", ""notifications"": false}",inactive,2025-04-01,2021-10-14,93,en,false
611410f4-5d6d-41fa-b6ce-d54034a77554,Melissa Shields,hassan@example.org,380-524-9434 x914,id dolorum minima.,1962-01-09,28.181.44.94,maximize enterprise applications,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-10-11,1978-05-23,41,ja,true
40280b24-3124-4c15-ae45-95c49c06d9c5,Willis King,hipolito@example.com,(112) 482-0935 x81362,labore fuga rerum dolore.,1981-10-17,54.170.35.231,empower dot-com vortals,"{""theme"": ""light"", ""notifications"": true}",active,2024-10-22,2002-02-12,52,pt,true
28377e66-37a0-4e1e-8fbd-077621468432,Wilford Wilkinson,brigitte@example.net,(490) 280-1192 x77322,expedita pariatur et ex.,1981-07-01,157.64.229.166,whiteboard enterprise bandwidth,"{""theme"": ""dark"", ""notifications"": true}",active,2024-12-23,2023-10-31,89,fr,false
51564534-ada1-40dd-8743-41116c0bcdbf,Yoshiko Hills,valerie@example.org,1-369-785-3839 x7545,nesciunt earum qui dolor.,1984-02-10,169.43.199.154,embrace vertical channels,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-06-30,2014-12-25,80,ja,true
9523d734-d578-4425-9c43-3b5851da9f7f,Josefina Harris,vito@example.com,1-193-795-4171 x870,cum aut optio.,1994-11-15,133.58.161.61,unleash next-generation communities,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-07-02,2008-08-31,30,es,true
134fbe65-3ca0-4b84-8ffc-9784c435b39d,Erna Cronin,una@example.com,983.238.0704 x543,sed temporibus rerum commodi.,1979-01-16,242.16.129.22,aggregate integrated interfaces,"{""theme"": ""light"", ""notifications"": false}",active,2025-03-30,1994-07-16,27,es,false
a24ab3ab-401b-4792-850b-f761af93d805,Hal Kreiger,dion@example.org,1-756-552-8112,dolores culpa sit.,1945-06-09,10.5.152.175,extend back-end ROI,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-08-02,2017-12-07,75,de,true
d33b3dbd-2516-45d3-a2f9-c7bbb99d4eab,Mac Ondricka,alverta@example.com,1-874-758-9376,dolores non ut quas.,1968-02-12,80.7.224.85,scale frictionless e-business,"{""theme"": ""light"", ""notifications"": false}",inactive,2025-04-10,1983-04-05,58,pt,true
c39a410b-c88b-4631-b784-7fd308deb739,Amy Muller,asa@example.com,439-773-5501 x680,distinctio earum non.,1996-12-17,216.79.102.181,strategize transparent e-business,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-02-08,2020-09-10,67,ja,false
6c41c546-1147-4c57-9244-fa02be3c1e0b,Marlene Greenfelder,anya@example.org,1-526-462-1157 x5853,ut quos qui dolor.,1945-05-22,18.44.16.241,generate impactful web-readiness,"{""theme"": ""light"", ""notifications"": true}",active,2024-11-15,2015-07-29,82,es,true
341a95fa-cad3-46d4-ab2a-e25f78d8c014,Lue Trantow,thalia@example.com,(271) 252-8187 x195,laboriosam similique quis.,1981-10-10,201.226.237.168,innovate seamless bandwidth,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-11-24,2018-02-17,23,fr,true
e917e50d-6fa0-4526-a8dd-12f64ad936a9,Susie Windler,donna@example.net,719-230-8961 x0202,molestiae itaque debitis minus.,1976-08-15,15.49.8.165,harness B2B e-markets,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-09-29,2007-05-17,84,es,true
e7a17297-4427-46f5-99ab-95b57c291f84,Walker Prosacco,mack@example.com,172.556.5703 x163,nisi explicabo magnam molestiae.,1945-11-15,192.32.249.39,disintermediate e-business web-readiness,"{""theme"": ""light"", ""notifications"": false}",active,2025-01-22,1972-08-25,76,fr,true
7221af26-9bee-4037-8245-5763ee94ef24,Jermey Stroman,antonia@example.net,1-358-152-5350 x058,quo quibusdam et adipisci.,1954-06-17,32.104.94.251,brand B2C web-readiness,"{""theme"": ""dark"", ""notifications"": false}",active,2024-09-13,2001-11-17,72,fr,true
a77d7d9e-95a7-4b4f-a0a7-c8034bd6e8d4,Hank Goyette,maureen@example.com,(187) 906-4061 x067,optio et voluptas cupiditate.,2005-08-18,41.161.213.1,revolutionize cutting-edge paradigms,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-12-26,2019-10-29,39,es,false
457af6f0-0848-49d3-827b-6cda346aa79e,Charley Streich,tyshawn@example.com,(232) 346-4128 x5916,mollitia laudantium dolor.,1988-01-19,202.178.43.234,disintermediate scalable web services,"{""theme"": ""light"", ""notifications"": false}",active,2025-02-09,2016-05-02,95,fr,true
2da23165-8b6f-43dc-b278-7f3744d56a99,Dustin Witting,penelope@example.com,1-689-783-8053 x569,et maiores dolorum voluptatem.,1984-11-05,42.35.143.111,synthesize cross-platform partnerships,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-06-14,2006-09-13,30,pt,true
4f5c4230-da02-4e07-b035-fc85d9d25bd7,Alva Bergstrom,david@example.net,395.631.3803 x9473,ut saepe id.,1990-02-27,212.70.156.224,orchestrate web-enabled convergence,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-12-04,2004-07-27,62,de,false
ec7a0bcc-3a25-45ac-928a-c55c35da9a22,Yessenia Hackett,macie@example.net,(456) 016-0775 x5727,saepe ut alias.,1966-12-09,85.34.93.26,implement B2C schemas,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-06-11,2009-06-28,38,de,false
ff7d04cd-c7a5-4c04-aaf3-61e5a117e6b4,Josh Hills,pietro@example.net,895-337-1320 x469,repellendus et et consequatur.,1957-01-20,134.43.172.189,iterate sexy metrics,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-04-02,1999-10-15,80,es,false
a26bfc53-4f76-4aae-a3b9-3211cd9b05fe,Rhianna Rosenbaum,kali@example.com,1-778-840-0302,corrupti esse voluptas.,1956-01-17,1.220.216.1,incentivize user-centric users,"{""theme"": ""dark"", ""notifications"": true}",active,2024-07-31,2017-03-10,36,ja,true
9de48b3c-3856-43e7-8307-4d40b1a66441,Donald Kohler,hattie@example.com,(205) 514-1659 x7379,laudantium molestias illo.,1985-11-05,94.105.211.78,integrate sexy bandwidth,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-05-21,1999-02-15,87,de,true
1c6afd4c-32b9-49d4-b2c4-64aa3b408b35,Greta Padberg,bettie@example.net,468-412-8012 x56528,et iusto eius.,1953-08-08,195.151.154.179,innovate sticky paradigms,"{""theme"": ""dark"", ""notifications"": true}",active,2024-11-23,1993-06-27,43,fr,true
5036d4e6-6aa1-4c69-b075-22775eee5b17,Lelia Bergstrom,reynold@example.org,760.502.1288 x4308,quos repudiandae eos.,1952-10-05,71.31.194.124,utilize efficient schemas,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-03-03,1971-01-26,100,fr,true
dda8d466-852d-41b0-b651-899cc80a98bb,Abby Lakin,kendall@example.org,204-885-4005,eius veniam sit.,1969-04-26,217.98.137.235,reintermediate ubiquitous methodologies,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-08-18,2006-07-14,84,en,true
3c6b55c9-6916-46d5-aff2-74ed3f38293d,Tyrel Gorczany,axel@example.net,1-552-469-3696 x31142,assumenda sint atque sapiente.,1999-09-27,243.74.84.113,exploit vertical schemas,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-11-15,2016-01-16,65,en,true
f4634e09-62df-4eea-8a5b-3eca5c418865,Jennifer Hane,cleta@example.com,598-309-3792 x7477,provident est sunt.,1972-09-23,29.7.48.63,mesh impactful deliverables,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-06-08,2022-03-20,97,pt,true
683c78fa-7002-4b17-b1e9-19cc661598f7,Chaya Lubowitz,rigoberto@example.org,672.061.2180 x336,quos nihil quia.,1972-01-27,59.222.194.169,drive global content,"{""theme"": ""light"", ""notifications"": true}",active,2025-04-05,2015-04-11,76,pt,true
e602a728-61d9-417e-84ca-65af646a9d70,Karelle Mante,makenna@example.org,1-834-860-4630 x90697,amet quod voluptatem voluptatem.,1967-04-16,78.100.5.35,productize robust portals,"{""theme"": ""dark"", ""notifications"": false}",inactive,2025-01-04,2012-08-17,78,fr,true
ce2454a1-f863-4c6f-8b6f-dfaf835a3a3a,Martin Oberbrunner,misael@example.com,225-149-2167 x6526,rem eius odio aliquam.,1968-07-24,20.41.163.89,streamline B2B bandwidth,"{""theme"": ""light"", ""notifications"": false}",active,2024-07-25,2003-04-09,39,en,false
2468ea76-7955-4eb7-ac37-af2433679c0c,Lisa Johns,jewel@example.com,(206) 646-2885 x413,aliquid modi ut.,1965-03-10,184.59.243.50,benchmark next-generation functionalities,"{""theme"": ""light"", ""notifications"": false}",suspended,2024-12-07,1998-01-13,60,es,true
f741d712-87bb-489d-8754-2ad2e24eafc5,Annamae Weissnat,karelle@example.org,(565) 518-3731 x84036,porro ducimus aspernatur.,1955-08-01,118.23.71.66,generate frictionless niches,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-01-22,1990-04-16,80,es,true
eb52ef17-d268-40ab-9b00-45669037405f,Jacklyn Torphy,mohammed@example.org,(920) 410-9880 x246,vel amet qui aut.,1977-09-19,30.248.193.12,incubate open-source paradigms,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-03-08,2007-02-09,70,fr,true
8e668c3f-6530-4bf2-b4f7-4805be666b47,Jennifer Cronin,anastacio@example.org,146-932-1791,provident ipsum quod consequuntur.,1948-05-12,11.84.59.62,grow robust action-items,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-08-18,1966-09-02,43,de,true
125a42a0-ce5c-4c46-9be9-1d6acfc7c040,Santos Quitzon,karl@example.net,1-152-011-2727 x6847,sit et ipsam incidunt.,1979-03-11,184.5.227.58,innovate dynamic eyeballs,"{""theme"": ""light"", ""notifications"": false}",active,2024-11-15,2011-09-16,36,fr,true
c5c2289d-9bee-4c05-b8a6-f7d89ee4be2e,Casper Ullrich,angeline@example.org,333.327.0833,nesciunt saepe recusandae.,1997-08-27,28.76.73.242,productize frictionless experiences,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-07-19,2016-03-18,44,pt,true
e2faf579-cc4d-49df-a78e-d862c43f4542,Vicenta Turner,jennie@example.com,1-196-055-5195 x25302,est sit aut sed.,1998-08-21,3.200.10.234,unleash bricks-and-clicks synergies,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-08-15,2012-12-21,44,de,false
9549c19a-2274-49e6-a2d5-981901539b4f,Vivianne Schulist,freeda@example.org,669.873.9177 x7750,accusantium reiciendis consequatur.,1994-03-19,29.36.112.118,e-enable global niches,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-02-24,2024-07-31,76,ja,true
a7419443-cefc-4ff1-979e-c2544c69503d,Krystina Witting,sebastian@example.org,953.772.5470,ratione et cum.,1958-11-21,132.66.6.42,leverage transparent ROI,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-03-12,1999-05-22,44,en,true
e2b2f76f-fe8b-4e70-884a-967ffde5c963,Kayley Schulist,jalyn@example.org,951-409-5478 x44624,officia consectetur eos.,2004-02-04,25.219.232.69,generate strategic web services,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-04-10,2021-01-12,25,ja,true
12811d58-f2e8-4c56-a4d5-59eacd288f3b,Name Jakubowski,juston@example.com,366.690.3643 x925,deleniti eligendi eveniet aut.,2005-09-08,86.168.40.146,maximize enterprise relationships,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-01-31,2024-03-16,93,fr,true
5514f9a4-f027-4c16-a54c-65f63a58d3b1,Hipolito Sauer,felix@example.net,697-105-1934 x22980,omnis eveniet neque laudantium.,1967-03-06,141.216.236.77,innovate intuitive markets,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-07-07,2016-09-07,44,en,true
aafc67f2-ca8c-47f4-9cb6-ba4c65912284,Mavis Sipes,jace@example.com,1-331-061-5738 x2520,ea asperiores alias.,1945-02-28,2.170.76.235,syndicate value-added ROI,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2025-04-29,1981-09-05,36,ja,false
174f55e1-2468-4763-9b0c-190a44e2d5bd,Rachel Gleason,otha@example.com,972.756.0321 x6921,ipsam sit voluptatem.,1983-01-04,33.186.56.197,disintermediate mission-critical platforms,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-10-09,2014-09-13,22,en,false
82a02e8a-e846-4336-ba46-4ec93021fe02,Laurianne Schamberger,robert@example.org,248.754.8258,exercitationem necessitatibus ea perspiciatis.,2006-10-09,55.215.32.207,incentivize best-of-breed systems,"{""theme"": ""light"", ""notifications"": true}",active,2024-12-26,2022-03-24,74,pt,true
172fd753-9132-4a5b-9fec-58272c6c50fc,Rogelio McCullough,jamey@example.org,415.438.3690 x873,harum natus deserunt.,1987-02-16,189.102.218.85,engineer innovative bandwidth,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-08-15,2008-01-11,67,ja,true
3c342909-46fa-429d-b755-6d535793b9a4,Clovis Deckow,angus@example.net,564-788-2981 x9233,eos distinctio corporis.,1957-08-17,216.14.104.144,unleash frictionless bandwidth,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2025-02-18,2021-01-29,85,pt,true
73bdad15-ad53-4b86-ad24-69c7582e23df,Mina Rogahn,felicita@example.net,356-433-3598 x84097,et rerum et.,1978-05-15,36.181.180.10,aggregate sexy paradigms,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-06-06,2021-10-02,47,es,true
99127453-5ac6-40ed-a195-b91d6d12df00,Winston Reynolds,harold@example.com,(676) 648-2148,sit culpa sit.,1962-05-03,227.17.51.79,matrix bricks-and-clicks experiences,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-10-25,2015-10-26,27,ja,false
4bb8d024-c603-4c0c-9a0a-c2ccf82d0131,Maudie Wolf,annette@example.net,1-526-047-7478,nesciunt minima aspernatur aut.,1956-05-04,168.167.149.3,seize out-of-the-box networks,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-07-16,1993-01-26,32,pt,false
e7fbd69b-b11d-49b8-98dc-a8128248d747,Ismael Mante,cesar@example.org,820.658.1020 x1909,harum hic cupiditate.,1971-03-01,196.232.116.18,brand B2C convergence,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-01-21,1997-07-05,58,en,false
103ee50b-eca5-4e9f-aa75-66df349fa39b,Tyree Satterfield,gretchen@example.org,265.330.0838 x920,explicabo amet quidem.,1979-08-22,46.134.149.22,unleash seamless supply-chains,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-07-09,2019-08-07,51,ja,false
d68e7604-706e-4e65-b00c-5ea25c82c0ad,Dandre Nicolas,carmine@example.org,1-972-229-0962,quia numquam est.,1973-02-09,51.34.15.110,utilize innovative users,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-08-30,1999-10-14,64,fr,false
037df13e-758b-4052-a304-2fb34adb2b12,Pedro Rowe,shany@example.org,654.111.8443 x9617,molestiae consequatur voluptas.,1977-04-12,215.73.110.118,innovate leading-edge networks,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-06-06,2016-04-05,90,pt,false
06f0cd18-f9ec-45a3-a4b6-33b773f316dc,Lessie Marvin,kristy@example.com,(991) 632-1441 x392,perferendis cum quia id.,1982-05-11,79.163.193.47,facilitate dynamic markets,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-04-09,2007-02-04,49,ja,true
28945bd1-7d11-47c2-84e1-66d7b973251e,Bianka Fadel,eloy@example.org,751.527.0337 x6695,consequatur aut et aliquam.,1983-01-14,222.124.227.83,benchmark user-centric markets,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2025-04-22,2001-04-15,31,ja,true
687db29c-96b6-4c6c-8193-73e29af452da,Callie Auer,alex@example.org,1-949-839-1183,aspernatur reprehenderit totam et.,1986-03-19,162.23.82.174,incubate bricks-and-clicks bandwidth,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2024-09-23,2006-12-21,44,de,true
93a62201-bf6c-410b-8564-83e180af0cab,Katheryn Dibbert,clemens@example.net,692-387-4082 x403,inventore similique sint ut.,1961-02-28,190.183.86.151,morph killer mindshare,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-06-07,1992-03-19,52,pt,true
fd12c0c4-f0f4-4016-9142-75a490843486,Yoshiko Ledner,ava@example.com,(983) 510-6071,sed maiores suscipit.,1988-02-18,226.177.119.171,streamline killer solutions,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-09-27,2001-10-29,59,ja,false
061c9498-ca42-477c-a6b1-eb77da6e6c46,Clement Jerde,jaden@example.org,364.843.4525 x52145,soluta ad laboriosam quis.,1945-02-09,193.208.55.211,recontextualize killer users,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-12-10,1974-11-11,42,ja,true
ac245f93-f7d9-4b04-86de-15985cc78f8c,Jarrett Effertz,valentine@example.com,(993) 155-4556 x573,maiores qui quod.,1946-01-04,160.102.6.59,matrix turn-key niches,"{""theme"": ""light"", ""notifications"": true}",active,2024-11-09,1977-02-19,30,ja,true
2cc0f242-2435-4adf-be70-06a1b1eb2497,Jasper Altenwerth,lazaro@example.com,(875) 060-0571 x5351,quia et sapiente.,1961-05-28,253.73.20.192,target distributed methodologies,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-20,1978-03-11,58,ja,true
319f9341-42ee-449e-b327-65aef2b888c5,Pasquale Treutel,adolphus@example.com,464.501.1390 x6545,a unde et consequatur.,1949-08-23,54.204.136.140,brand B2B solutions,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-01-31,2021-10-30,53,en,true
cf52543d-eb9c-4553-952f-9b0ed838359d,Anthony Wisozk,carli@example.com,(249) 433-7688,labore incidunt tempore.,1973-08-21,89.38.49.4,incentivize killer deliverables,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-08-17,1998-11-03,82,ja,true
b08db3e3-dc4b-4548-ab98-d6471d35fb19,Jalen Bosco,orval@example.net,1-156-416-1537 x7404,animi culpa accusamus laboriosam.,2007-12-28,53.209.246.254,mesh open-source bandwidth,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-12-27,2021-04-28,51,es,true
22733953-e896-471f-a51c-2940e7652b46,Jazmyn Cummings,alejandrin@example.net,1-962-962-8078,maxime eaque quasi.,1949-09-18,49.77.29.88,enhance cross-platform systems,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-11,1990-02-25,87,en,true
cb2c636a-0c44-4ed2-bc9e-0ae868c93543,Jacinthe Brakus,jewel@example.com,157.571.9828 x13186,repellendus ullam fuga sint.,1967-08-23,45.187.191.172,recontextualize turn-key platforms,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2025-05-07,1992-12-15,49,es,false
22fc45b8-b8e1-49b6-81af-ab75533dcc15,Roy Bogisich,joseph@example.net,(137) 019-6061,quos aliquid neque iure.,1946-06-03,164.173.81.146,reinvent value-added e-markets,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-06-19,1967-11-04,79,de,true
9eeb5483-6d72-4e40-813e-79f3e06c3aed,Ross Keebler,korey@example.org,322.582.7468 x34978,qui sit distinctio.,1962-05-04,122.249.224.77,engage seamless users,"{""theme"": ""light"", ""notifications"": false}",inactive,2025-01-09,2021-05-18,34,de,true
1590b5bb-51ce-45f7-b3d3-c2bcff981db0,Domenick Kshlerin,wilbert@example.com,983.490.4839 x22349,omnis ut architecto qui.,1979-07-20,33.64.87.95,exploit interactive e-services,"{""theme"": ""light"", ""notifications"": true}",active,2024-06-11,2012-01-10,49,de,true
cee0ca86-2c14-4802-8aaa-a88da0b133b2,Laurence Kohler,abraham@example.com,1-176-112-9610 x90507,eum quam ut accusamus.,2003-06-02,64.86.169.215,envisioneer open-source experiences,"{""theme"": ""light"", ""notifications"": false}",active,2025-03-20,2018-08-23,86,ja,false
e6e1c336-cfb3-4f2c-9048-1b3d1b3746bf,Rosamond Runolfsdottir,abigail@example.org,837.467.8543 x671,velit ex qui.,1966-03-28,199.246.54.253,morph collaborative e-commerce,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-08-19,2003-05-18,79,en,true
86d403ef-2a39-4441-a6c0-8b5440ee00d1,Jess Kuhlman,yessenia@example.org,(613) 648-6860 x45108,quia quod sit dolor.,2007-01-01,88.49.244.244,visualize collaborative systems,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-03-25,2022-05-13,39,de,false
63d7bf60-197c-4bc3-88ee-a223cb18c4f1,Emelie Bashirian,chelsea@example.com,(293) 758-8651 x057,tempora corporis et sequi.,2001-12-06,189.92.134.198,embrace one-to-one partnerships,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-09-21,2019-07-01,90,fr,true
c90cb6a8-a5b4-4923-843c-060b69010eab,Rogelio Dach,ross@example.org,375-702-5966 x0069,est est fugit.,1952-01-03,78.40.113.240,implement magnetic architectures,"{""theme"": ""light"", ""notifications"": true}",active,2025-01-06,1969-10-20,90,es,true
71d1711d-0592-47a3-885a-f843676963cc,Torey Gerlach,columbus@example.org,728-940-3231 x7851,est architecto voluptatem deleniti.,1966-11-14,109.136.9.141,recontextualize mission-critical e-markets,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-07-31,1983-01-13,73,de,false
ddb0fb7d-a0ff-4aa5-b096-6e0aa3a8cc37,Assunta Gulgowski,leann@example.org,855.627.1217,tempora repudiandae architecto error.,1948-02-19,2.52.217.229,unleash 24/365 communities,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-02-23,2002-09-13,94,es,true
6d39b4fe-93ce-4208-a282-2e90101900bd,Larissa Schiller,reyna@example.net,131.010.2351 x8563,reprehenderit ut suscipit.,1993-10-18,117.56.97.160,innovate bleeding-edge e-commerce,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-12-28,2007-03-19,96,en,true
4624ff98-a300-473b-9887-6b4c82a659dd,Ciara Mayert,aisha@example.org,1-984-277-5839 x1062,atque reprehenderit necessitatibus.,1968-12-14,236.201.15.209,scale holistic technologies,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-09-01,2022-11-28,36,de,true
c98870e4-7162-4b77-9f09-6a1baacb5811,Ariel Morissette,rodrigo@example.org,188-151-8329 x79358,debitis illum iusto eum.,2002-07-22,123.98.248.49,morph real-time applications,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-12-30,2022-06-24,89,es,false
bfd9eec2-a8a1-43c4-b7eb-56099991665d,Connor Lindgren,ella@example.org,(714) 177-1518 x3546,optio in quidem aut.,1950-06-24,42.198.65.199,expedite compelling interfaces,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-06-07,2023-04-14,33,fr,false
82ce1413-2db4-4468-9019-bf3bc9395116,Rudy Fisher,kaya@example.com,523-454-7392,vel nihil nisi aspernatur.,1987-08-23,143.244.215.160,syndicate rich infrastructures,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-03-03,2002-10-13,23,en,false
dc68851d-a808-40cc-9604-7fe8dac00fb1,Jules Keeling,ashly@example.net,(867) 031-6478,et deleniti omnis.,1952-10-06,22.180.41.126,exploit bleeding-edge bandwidth,"{""theme"": ""light"", ""notifications"": true}",active,2025-01-24,1988-08-21,71,en,true
44f4b1a7-868e-4328-a24d-30fa7b78671d,Dulce Friesen,earnestine@example.org,1-748-287-4996,quia nihil earum atque.,1967-03-09,177.55.80.33,syndicate bricks-and-clicks applications,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-08-28,1998-01-26,30,en,true
db162cad-f9e7-4a6f-a0c3-6483115b1acd,Braden Heaney,vicky@example.org,1-322-141-0342,porro cupiditate ullam sapiente.,1994-11-05,97.153.239.116,grow web-enabled e-services,"{""theme"": ""dark"", ""notifications"": false}",suspended,2025-01-28,2020-12-08,88,en,false
dc3643a3-b11f-4851-8414-dc72e91e8f62,Hilbert Luettgen,hellen@example.org,902-093-1578 x02940,ipsa minima porro ad.,1976-07-28,140.99.211.117,synergize best-of-breed e-business,"{""theme"": ""light"", ""notifications"": false}",active,2025-05-18,2018-11-20,40,es,true
d6d85177-758d-46b1-b757-e3102fe593cd,Angeline Greenfelder,demetrius@example.org,1-495-562-7742 x15057,quibusdam quis vero quaerat.,1967-07-22,215.52.168.43,seize dot-com synergies,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-03-31,1997-05-27,67,es,true
52c83ab6-27be-4682-8a7f-d116bea48a45,Jocelyn Torphy,annette@example.org,1-668-534-7542,possimus minima maiores.,1975-10-12,70.27.146.176,benchmark web-enabled supply-chains,"{""theme"": ""dark"", ""notifications"": false}",active,2025-01-31,2008-01-15,93,es,true
4075881c-0855-4b3f-b677-ed6d578ad5aa,Alvis Huel,okey@example.com,963-211-5073 x533,dignissimos dolores eos praesentium.,2004-07-21,194.94.161.92,productize next-generation functionalities,"{""theme"": ""dark"", ""notifications"": true}",active,2024-09-14,2022-11-09,91,en,true
